ID,classLabelPhishing,favLabel,percentRequestUrls,URLLength,domainLabel,dotsInDomain
38483,1,1,1,1,0,0
63402,0,1,0,0,0,0
16842,1,1,1,1,0,0
50544,0,1,0,0,0,0
78594,1,1,0,0,0,0
90965,0,1,0,0,0,0
60767,1,1,1,1,0,0
88360,0,0,1,0,0,0
28374,1,1,1,1,0,0
51858,0,0,1,0,0,0
98210,1,1,0,-1,0,0
10546,0,1,1,0,0,0
76783,1,1,-1,1,1,1
96533,0,1,0,0,0,0
86589,1,1,1,1,0,0
57438,0,1,1,0,0,0
24213,1,1,1,0,0,0
47787,0,1,1,0,1,0
32115,1,1,0,0,0,0
16123,0,1,1,0,0,0
76950,1,1,0,0,0,0
30381,0,1,1,0,0,0
35626,1,1,1,0,0,0
27835,0,1,0,0,0,0
64447,1,1,0,0,0,0
45818,0,1,0,0,0,0
49643,1,1,0,0,0,0
54640,0,1,0,0,0,0
90699,1,1,1,0,1,-1
63212,0,1,0,0,0,0
77678,1,1,1,0,1,-1
36198,0,1,1,0,0,0
89110,1,1,1,0,0,-1
80129,0,1,1,0,0,0
49470,1,1,1,0,1,-1
68958,0,1,0,0,0,0
83034,1,1,0,0,1,0
74416,0,1,0,0,0,0
55550,1,1,0,0,1,0
75818,0,0,1,0,0,0
52591,1,1,0,0,1,0
69578,0,1,0,0,0,0
96235,1,1,-1,-1,0,0
69872,0,1,0,0,0,0
16807,1,1,1,0,0,0
50500,0,1,0,0,0,0
60784,1,1,1,-1,0,0
45353,0,1,0,0,0,0
51568,1,1,1,0,0,0
63322,0,1,0,0,0,0
57806,1,1,1,1,0,0
14650,0,1,0,0,0,0
96212,1,1,1,0,0,0
66253,0,1,-1,0,0,0
30788,1,1,1,1,0,0
44218,0,1,-1,0,0,0
13989,1,1,1,1,0,0
67286,0,1,0,0,0,0
48042,1,1,1,1,0,0
30912,0,1,0,0,0,0
94190,1,1,1,1,0,0
63952,0,1,1,0,0,0
71004,1,1,1,1,0,0
22480,0,1,-1,0,0,0
33483,1,1,1,1,1,1
13048,0,1,0,0,0,0
85030,1,1,0,-1,0,0
34430,0,1,1,0,0,0
42323,1,1,0,-1,0,0
59722,0,0,1,0,0,0
46630,1,1,0,-1,0,0
29264,0,1,1,0,0,0
21715,1,1,0,1,0,0
24207,0,1,1,0,0,0
57707,1,1,1,0,0,0
55589,0,0,0,0,0,0
66577,1,1,1,0,0,0
33570,0,1,0,0,0,0
26249,1,1,1,0,0,0
40005,0,1,-1,0,0,0
13025,1,1,1,0,0,0
16381,0,1,1,0,0,0
26513,1,1,1,0,0,0
29903,0,1,0,0,0,0
58990,1,1,1,0,0,0
76604,0,1,-1,0,0,0
90127,1,1,1,0,0,0
57337,0,1,-1,0,0,0
54565,1,1,1,0,0,0
42263,0,1,-1,0,0,0
21039,1,1,1,0,0,0
76883,0,1,0,0,0,0
10897,1,1,1,1,1,0
56454,0,1,1,0,0,0
99537,1,1,1,-1,1,0
54011,0,1,0,0,0,0
53134,1,1,1,1,1,0
59817,0,1,1,0,0,0
66229,1,1,1,-1,1,0
13568,0,1,1,0,0,0
88649,1,1,1,-1,0,0
29558,0,1,0,0,0,0
13128,1,1,1,0,0,0
63184,0,1,1,0,0,0
18967,1,1,1,1,1,0
73059,0,1,1,0,0,0
87391,1,1,0,0,0,0
45322,0,1,0,0,0,0
33462,1,1,1,-1,0,0
94891,0,1,1,0,0,0
48090,1,1,1,-1,0,0
74746,0,1,0,0,0,0
14832,1,1,0,-1,0,0
37882,0,1,0,0,0,0
68896,1,1,1,0,0,0
62037,0,1,1,0,0,0
21960,1,1,0,0,0,0
83098,0,1,1,0,1,0
92405,1,1,1,1,0,0
26345,0,1,1,0,0,0
41964,1,1,1,-1,0,0
64136,0,1,1,0,0,0
54673,1,1,1,-1,0,0
31926,0,1,1,0,0,0
10591,1,1,1,-1,0,0
38825,0,1,-1,0,0,0
65518,1,1,1,-1,0,0
47970,0,1,0,0,0,0
71896,1,1,1,0,0,0
72156,0,1,0,0,0,0
79502,1,1,1,-1,0,0
33271,0,0,1,0,0,0
93941,1,1,1,-1,0,0
90818,0,1,0,0,0,0
16083,1,1,1,1,0,0
91747,0,1,0,0,1,0
22626,1,1,1,-1,0,0
60986,0,1,0,0,0,0
97879,1,1,1,-1,0,0
91160,0,1,0,0,0,0
93935,1,1,1,-1,0,0
74150,0,0,1,0,0,0
26562,1,1,1,-1,0,0
97269,0,1,1,0,0,0
34215,1,1,1,0,1,0
82817,0,0,1,0,0,0
39025,1,1,1,1,0,0
16818,0,1,1,0,0,0
53927,1,1,1,0,0,0
74526,0,1,1,0,0,0
94435,1,1,1,-1,1,0
62935,0,1,1,0,0,0
87696,1,1,1,1,0,0
95609,0,1,1,0,0,0
59058,1,1,1,1,0,0
54100,0,0,1,0,0,0
75230,1,1,1,1,0,0
45911,0,1,0,0,0,0
79192,1,1,1,1,0,0
79819,0,1,0,0,0,0
77480,1,1,1,1,0,0
18110,0,1,1,0,0,0
59921,1,1,1,1,0,0
19791,0,1,-1,0,0,0
68617,1,1,1,1,0,0
48154,0,1,-1,0,0,0
81930,1,1,1,-1,0,0
14048,0,1,1,0,0,0
29929,1,1,1,1,0,0
84598,0,1,0,0,0,0
50211,1,1,1,1,0,0
76856,0,1,-1,0,0,0
33362,1,1,1,1,0,0
87343,0,1,0,0,0,0
40072,1,1,1,1,0,0
58599,0,1,-1,0,0,0
55722,1,1,1,1,0,0
22247,0,1,1,0,0,0
53257,1,1,1,1,0,0
13914,0,1,1,0,0,0
11005,1,1,1,1,0,0
69564,0,1,0,0,0,0
78506,1,1,1,1,0,0
88476,0,1,0,0,0,0
44203,1,1,1,1,0,0
51155,0,1,0,0,1,0
96336,1,1,1,1,0,0
20484,0,1,1,0,0,0
25786,1,1,1,1,0,0
47290,0,1,1,0,0,0
94091,1,1,1,1,0,0
94471,0,1,1,0,0,0
31869,1,1,1,-1,0,0
75189,0,1,-1,0,0,0
87769,1,1,1,-1,0,0
17582,0,1,-1,0,0,0
66232,1,1,1,-1,0,0
51138,0,1,0,0,0,0
34271,1,1,1,-1,0,0
60716,0,1,0,0,0,0
48076,1,1,1,-1,0,0
88645,0,1,1,0,0,0
50174,1,1,1,1,0,0
43753,0,1,0,0,0,0
45564,1,1,1,1,0,0
97292,0,1,0,0,0,0
82704,1,1,1,1,0,0
93460,0,1,-1,0,0,0
31804,1,1,1,1,0,0
40977,0,0,-1,0,0,0
31952,1,1,1,1,0,0
78773,0,1,-1,0,0,0
71267,1,1,1,-1,0,0
76404,0,1,0,0,0,0
77911,1,1,1,-1,0,0
58046,0,1,0,0,0,0
61543,1,1,1,-1,0,0
17906,0,1,0,0,0,0
28839,1,1,1,1,0,0
90417,0,1,-1,0,0,0
32000,1,1,1,-1,0,0
19121,0,1,1,0,0,0
95625,1,1,1,1,0,0
94404,0,1,0,0,0,0
40523,1,1,1,1,0,0
55389,0,1,0,0,0,0
21688,1,1,1,1,0,0
10738,0,1,0,0,0,0
66303,1,1,1,1,0,0
62198,0,1,-1,0,0,0
45461,1,1,1,1,0,0
96068,0,1,-1,0,0,0
80041,1,1,1,1,0,0
60956,0,1,0,0,0,0
45828,1,1,1,-1,0,0
16046,0,0,0,0,0,0
13984,1,1,1,-1,0,0
54997,0,1,0,0,0,0
11112,1,1,1,-1,0,0
80190,0,1,0,0,0,0
39361,1,1,1,-1,0,0
34781,0,1,-1,0,0,0
84449,1,1,1,-1,0,0
57258,0,1,1,0,0,0
74831,1,1,1,-1,0,0
71171,0,0,1,0,0,0
88110,1,1,1,-1,0,0
61827,0,1,0,0,0,0
63355,1,1,1,-1,0,0
18130,0,1,0,0,1,0
89816,1,1,1,-1,0,0
41368,0,1,1,0,0,0
33296,1,1,1,-1,0,0
92946,0,0,1,0,0,0
11120,1,1,0,0,0,0
98157,0,1,-1,0,0,0
70011,1,1,0,0,0,0
19294,0,1,1,0,0,0
64497,1,1,0,0,0,0
99523,0,0,1,0,0,0
95032,1,1,0,0,0,0
44692,0,0,1,0,0,0
77709,1,1,1,0,0,0
28745,0,1,1,0,0,0
31557,1,1,0,0,0,0
10503,0,1,1,0,0,0
90737,1,1,0,0,0,0
35589,0,0,1,0,0,0
86712,1,1,0,0,0,0
66645,0,0,1,0,0,0
62608,1,1,0,0,0,0
30680,0,0,1,0,0,0
11348,1,1,0,0,0,0
76317,0,0,1,0,0,0
12235,1,1,0,0,0,0
52694,0,1,1,0,0,0
37650,1,1,0,0,0,0
46049,0,1,1,0,0,0
43371,1,1,0,0,0,0
46244,0,1,1,0,0,0
44463,1,1,0,0,0,0
54976,0,1,1,0,0,0
94194,1,1,0,0,0,0
68181,0,1,0,0,0,0
87973,1,1,0,0,0,0
83965,0,1,-1,0,0,0
74009,1,1,0,0,0,0
97656,0,1,-1,0,0,0
97788,1,1,0,0,0,0
87766,0,1,1,0,0,0
54916,1,1,0,0,0,0
84550,0,1,1,0,0,0
53787,1,1,0,0,0,0
84884,0,0,1,0,0,0
82499,1,1,0,0,0,0
34610,0,1,1,0,1,0
50774,1,1,0,0,0,0
60187,0,1,-1,0,0,0
15018,1,1,0,0,0,0
18803,0,1,0,0,0,0
27018,1,1,1,0,0,0
28025,0,1,-1,0,0,0
43108,1,1,0,0,0,0
20866,0,1,1,0,0,0
27338,1,1,0,0,0,0
20239,0,1,0,0,1,0
28989,1,1,0,0,0,0
28658,0,1,0,0,0,0
48855,1,1,1,0,1,0
10937,0,0,1,0,0,0
61879,1,1,0,0,0,0
49557,0,1,-1,0,0,0
64150,1,1,0,-1,0,0
48133,0,1,1,0,0,0
77392,1,1,0,0,0,0
50032,0,1,1,0,0,0
60378,1,1,1,0,0,0
91688,0,1,1,0,0,0
34586,1,1,0,0,0,0
29375,0,1,0,0,1,0
55461,1,1,1,0,0,0
52252,0,1,0,0,1,0
30225,1,1,0,0,0,0
77320,0,1,1,0,0,0
91534,1,1,0,-1,1,0
80083,0,1,1,0,0,0
35830,1,1,0,0,0,0
10924,0,1,0,0,0,0
44587,1,1,0,0,0,0
67271,0,1,1,0,0,0
74411,1,1,0,0,0,0
26547,0,0,1,0,0,0
31393,1,1,0,0,0,0
26062,0,1,-1,0,0,0
93901,1,1,0,0,0,0
90595,0,1,0,0,0,0
43027,1,1,0,0,0,0
11880,0,1,0,0,0,0
83330,1,1,0,0,0,0
53293,0,1,0,0,0,0
17527,1,1,0,-1,0,0
58988,0,1,1,0,0,0
22102,1,1,0,0,0,0
57797,0,1,-1,0,0,0
46894,1,1,0,0,0,0
23971,0,1,-1,0,0,0
40780,1,1,0,0,0,0
67432,0,1,0,0,0,0
70038,1,1,0,0,0,0
17078,0,1,0,0,0,0
91094,1,1,0,0,0,0
86464,0,1,1,0,0,0
48882,1,1,1,-1,0,0
55103,0,0,1,0,0,0
91625,1,1,1,0,0,0
34235,0,1,-1,0,0,0
54292,1,1,1,0,0,0
25205,0,1,1,0,0,0
39249,1,1,1,0,0,1
41543,0,1,0,0,0,0
89978,1,1,0,1,1,1
21127,0,1,0,0,0,0
12087,1,1,1,0,0,0
79630,0,1,0,0,0,0
47345,1,1,1,-1,0,0
87822,0,1,1,0,0,0
65087,1,1,0,0,0,0
20838,0,1,0,0,0,0
43647,1,1,1,0,0,0
62314,0,1,0,0,0,0
86286,1,1,1,0,0,0
68202,0,1,0,0,0,0
44504,1,1,0,0,0,0
17126,0,1,0,0,0,0
75997,1,1,1,0,0,0
76681,0,1,0,0,0,0
27344,1,1,1,-1,0,0
30254,0,0,1,0,0,0
27291,1,1,1,0,0,0
34337,0,1,0,0,0,0
21418,1,1,0,0,0,0
30377,0,1,-1,0,0,0
58592,1,1,1,0,0,0
57417,0,1,1,0,0,0
36814,1,1,1,-1,0,0
86421,0,1,1,0,0,0
12588,1,1,1,-1,0,0
82588,0,1,0,0,1,0
10751,1,1,1,-1,0,0
29361,0,1,0,0,1,0
53381,1,1,1,0,0,0
34454,0,1,0,0,1,0
10207,1,1,1,1,0,0
46407,0,1,0,0,1,0
37852,1,1,1,0,0,0
37550,0,1,1,0,0,0
97841,1,1,0,0,0,0
24487,0,1,-1,0,0,0
61300,1,1,1,0,0,0
43906,0,1,0,0,0,0
21903,1,1,1,0,0,0
42801,0,1,1,0,0,0
71815,1,1,1,1,0,0
81998,0,1,1,0,0,0
56717,1,1,1,0,0,0
53695,0,1,0,0,0,0
35440,1,1,0,0,0,0
53410,0,1,0,0,0,0
68247,1,1,1,0,0,0
65685,0,1,0,0,0,0
83180,1,1,1,0,0,0
61924,0,0,1,0,0,0
88886,1,1,1,-1,0,0
41361,0,1,1,0,0,0
21798,1,1,1,-1,0,0
36391,0,1,1,0,0,0
96408,1,1,1,-1,0,0
74492,0,1,0,0,0,0
71053,1,1,1,-1,0,0
52276,0,1,1,0,0,0
89551,1,1,1,0,0,0
46520,0,0,-1,0,0,0
83292,1,1,1,0,0,0
20621,0,1,-1,0,0,0
29269,1,1,1,0,0,0
42221,0,0,1,0,0,0
87362,1,1,0,0,0,0
88581,0,1,1,0,0,0
61062,1,1,1,0,0,0
43675,0,1,0,0,0,0
29812,1,1,0,0,0,0
11603,0,1,1,0,0,0
67179,1,1,0,0,0,0
84419,0,1,0,0,0,0
33921,1,1,0,0,0,0
65030,0,1,1,0,0,0
41692,1,1,0,0,0,0
82919,0,1,1,0,1,0
42178,1,1,1,0,0,0
44683,0,1,1,0,0,0
86878,1,1,0,0,0,0
21563,0,1,1,0,0,0
54052,1,1,1,1,0,0
85217,0,1,0,0,1,0
33401,1,1,1,0,0,0
33391,0,0,-1,0,0,0
91083,1,1,0,0,0,0
86030,0,1,0,0,0,0
64272,1,1,0,0,0,0
85314,0,1,-1,0,0,0
86621,1,1,1,-1,0,0
23954,0,1,-1,0,0,0
29918,1,1,1,0,0,0
67522,0,1,-1,0,0,0
95368,1,1,0,0,0,0
71585,0,0,1,0,0,0
53962,1,1,0,0,0,0
67205,0,1,0,0,1,0
77374,1,1,0,0,0,0
20934,0,1,0,0,0,0
91355,1,1,0,0,0,0
45025,0,1,-1,0,0,0
97250,1,1,0,0,0,0
96234,0,0,1,0,0,0
17808,1,1,-1,0,0,0
72783,0,1,1,0,0,0
50472,1,1,0,0,0,0
34525,0,0,1,0,0,0
29487,1,1,1,-1,0,0
19678,0,1,0,0,0,0
66558,1,1,0,0,0,0
87529,0,1,-1,0,0,0
24575,1,1,1,0,0,0
30180,0,1,0,0,1,0
92952,1,1,0,0,0,0
71214,0,1,-1,0,0,0
77720,1,1,1,0,0,0
52459,0,1,-1,0,0,0
96333,1,1,1,0,0,0
53630,0,1,0,0,0,0
43202,1,1,0,0,0,0
92089,0,1,-1,0,0,0
57902,1,1,0,0,0,0
56152,0,1,0,0,0,0
41911,1,1,1,0,0,0
83150,0,1,0,0,0,0
83811,1,1,0,0,0,0
25955,0,1,0,0,0,0
91384,1,1,0,0,0,0
67365,0,1,0,0,0,0
10438,1,1,0,0,0,0
19604,0,1,0,0,0,0
78557,1,1,0,-1,1,0
62750,0,1,0,0,0,0
18780,1,1,0,0,0,0
87872,0,1,1,0,1,0
39890,1,1,0,-1,1,0
43704,0,1,1,0,0,0
52315,1,1,0,-1,1,0
66640,0,0,0,0,0,0
88903,1,1,0,0,0,0
63055,0,1,0,0,0,0
58267,1,1,0,-1,1,0
43348,0,1,1,0,0,0
43277,1,1,1,0,0,0
59071,0,1,0,0,0,0
14563,1,1,1,0,0,0
99974,0,1,0,0,0,0
91058,1,1,0,0,0,0
19157,0,0,-1,0,0,0
32043,1,1,0,0,0,0
74788,0,1,1,0,0,0
26566,1,1,1,-1,0,0
46808,0,1,0,0,0,0
65285,1,1,0,0,0,0
51950,0,1,0,0,0,0
80524,1,1,1,-1,0,0
35142,0,1,0,0,0,0
18070,1,1,0,0,0,0
70903,0,1,0,0,0,0
97194,1,1,0,0,0,0
62337,0,1,0,0,0,0
81059,1,1,0,0,0,0
14677,0,1,0,0,0,0
19975,1,1,0,0,0,0
54222,0,1,-1,0,0,0
15067,1,1,0,0,0,0
54013,0,1,1,0,0,0
99910,1,1,0,0,0,0
68636,0,1,1,0,0,0
58668,1,1,0,0,0,0
46114,0,1,1,0,1,0
24609,1,1,1,0,0,0
64659,0,1,1,0,1,0
74323,1,1,1,0,0,0
83426,0,1,1,0,0,0
33526,1,1,-1,0,0,0
58328,0,1,0,0,0,0
82059,1,1,1,0,0,0
82169,0,0,0,0,0,0
62307,1,1,1,0,0,0
63528,0,1,1,0,0,0
10959,1,1,1,0,0,0
72065,0,1,-1,0,0,0
11040,1,1,1,0,0,0
76641,0,1,0,0,0,0
63203,1,1,0,0,0,0
80865,0,1,-1,0,0,0
84835,1,1,1,0,0,0
58659,0,1,-1,0,0,0
60675,1,1,-1,0,0,0
83222,0,1,1,0,0,0
50359,1,1,-1,0,0,0
73452,0,1,1,0,1,0
46722,1,1,1,1,0,0
16563,0,1,0,0,0,0
51888,1,1,1,-1,0,0
42660,0,1,1,0,0,0
18624,1,1,0,-1,0,0
85277,0,1,1,0,0,0
60230,1,1,1,0,0,0
32632,0,1,1,0,0,0
74399,1,1,1,0,0,0
49776,0,1,1,0,0,0
89043,1,1,0,0,0,0
48386,0,1,1,0,0,0
56000,1,1,1,0,0,0
72196,0,1,0,0,0,0
27186,1,1,1,0,0,0
70320,0,1,0,0,0,0
87191,1,1,0,0,0,0
57345,0,1,1,0,0,0
11893,1,1,-1,0,0,0
70451,0,1,1,0,0,0
42032,1,1,0,0,0,0
24806,0,1,-1,0,0,0
11504,1,1,0,0,0,0
35420,0,1,0,0,0,0
34885,1,1,1,0,0,0
25289,0,1,0,0,0,0
78234,1,1,1,0,0,0
89399,0,1,0,0,0,0
77246,1,1,1,0,1,0
40425,0,1,-1,0,0,0
69786,1,1,0,0,0,0
44675,0,1,-1,0,1,0
64314,1,1,1,-1,0,0
29115,0,1,0,0,0,0
11177,1,1,1,-1,0,0
45171,0,1,0,0,0,0
66518,1,1,0,0,0,0
68940,0,1,0,0,0,0
16593,1,1,1,-1,0,0
73767,0,1,0,0,1,0
74582,1,1,1,0,1,0
47546,0,1,0,0,1,0
90030,1,1,1,0,0,0
54264,0,1,0,0,1,0
88680,1,1,1,0,0,0
45062,0,1,0,0,0,0
43110,1,1,1,0,0,0
93445,0,1,0,0,0,0
93234,1,1,1,0,0,0
50073,0,1,-1,0,0,0
97935,1,1,1,0,0,0
67115,0,1,0,0,0,0
72299,1,1,1,0,0,0
32667,0,1,0,0,0,0
